DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
14-Jul-2025,EQ,"345.85","348.20","342.85","344.85","344.00","344.40","345.17","376.00","234.01",5372218,"1,85,43,40,633.70",48851
11-Jul-2025,EQ,"351.80","352.65","343.30","350.95","344.30","344.85","346.24","376.00","234.01",4803470,"1,66,31,66,207.80",55515
10-Jul-2025,EQ,"351.80","352.85","348.05","348.50","350.15","350.95","350.65","376.00","234.01",6580919,"2,30,76,10,700.00",91268
09-Jul-2025,EQ,"355.60","356.35","347.65","355.60","349.30","348.50","352.47","376.00","234.01",8039090,"2,83,35,44,852.40",91377
08-Jul-2025,EQ,"350.00","358.65","348.70","350.50","355.85","355.60","355.46","376.00","234.01",12905482,"4,58,73,81,244.85",171857
07-Jul-2025,EQ,"345.80","351.55","343.45","346.20","350.50","350.50","348.33","376.00","234.01",8603937,"2,99,69,95,117.75",107903
04-Jul-2025,EQ,"334.00","347.70","331.90","331.50","345.10","346.20","341.26","376.00","234.01",13743465,"4,69,01,57,204.85",146238
03-Jul-2025,EQ,"333.00","335.55","330.55","331.80","331.15","331.50","332.63","376.00","234.01",5049883,"1,67,97,51,452.00",63686
02-Jul-2025,EQ,"333.70","334.95","328.80","332.05","331.90","331.80","331.19","376.00","234.01",3799017,"1,25,82,14,019.80",43044
01-Jul-2025,EQ,"331.55","335.50","330.90","331.95","331.95","332.05","332.63","376.00","234.01",3921773,"1,30,45,13,335.95",44377
30-Jun-2025,EQ,"334.00","337.70","330.35","333.00","331.50","331.95","333.66","376.00","234.01",5840638,"1,94,87,93,293.00",62778
27-Jun-2025,EQ,"330.00","334.20","327.40","329.75","333.00","333.00","332.03","376.00","234.01",9911738,"3,29,09,80,723.00",120587
26-Jun-2025,EQ,"318.85","331.00","318.85","319.60","330.00","329.75","326.50","376.00","234.01",15528180,"5,06,99,16,332.15",156630
25-Jun-2025,EQ,"322.50","323.00","316.60","319.25","318.80","319.60","319.75","376.00","234.01",6658747,"2,12,91,58,312.05",104754
24-Jun-2025,EQ,"325.50","327.80","317.00","313.45","318.85","319.25","321.65","376.00","234.01",11172373,"3,59,35,73,290.40",88207
23-Jun-2025,EQ,"310.00","315.50","308.20","313.50","313.25","313.45","312.14","376.00","234.01",6848410,"2,13,76,47,904.85",55356
20-Jun-2025,EQ,"310.90","315.90","310.00","313.45","313.00","313.50","313.53","635.00","234.01",8522458,"2,67,20,27,687.65",52787
19-Jun-2025,EQ,"317.00","317.00","310.10","315.85","311.60","313.45","313.12","635.00","234.01",5399948,"1,69,08,16,718.10",50343
18-Jun-2025,EQ,"312.00","316.85","309.70","312.80","316.00","315.85","313.53","635.00","234.01",10011198,"3,13,88,08,215.85",53298
17-Jun-2025,EQ,"314.00","320.45","311.70","316.40","311.70","312.80","316.40","635.00","234.01",7219608,"2,28,43,19,971.40",57285
16-Jun-2025,EQ,"309.95","316.85","308.50","312.30","315.85","316.40","312.89","635.00","234.01",6893567,"2,15,69,25,932.15",77355
13-Jun-2025,EQ,"305.00","314.40","299.30","318.65","312.90","312.30","308.86","635.00","234.01",13958229,"4,31,10,80,114.10",165341
12-Jun-2025,EQ,"330.50","331.00","317.75","333.85","319.25","318.65","322.05","635.00","234.01",13568848,"4,36,98,94,858.15",125524
11-Jun-2025,EQ,"320.30","334.50","320.30","320.10","334.00","333.85","331.87","635.00","234.01",21739121,"7,21,45,39,225.00",153478
10-Jun-2025,EQ,"321.20","324.70","319.40","320.40","320.20","320.10","321.50","635.00","234.01",6489933,"2,08,65,14,645.25",48772
09-Jun-2025,EQ,"317.80","321.45","315.00","316.70","320.30","320.40","319.38","635.00","234.01",3787426,"1,20,96,41,713.45",34179
06-Jun-2025,EQ,"309.00","317.85","309.00","309.80","316.10","316.70","315.29","687.00","234.01",5825337,"1,83,66,44,432.75",54596
05-Jun-2025,EQ,"311.10","315.40","308.25","311.55","310.00","309.80","311.65","687.00","234.01",5900170,"1,83,87,99,946.15",41708
04-Jun-2025,EQ,"309.75","312.65","308.60","309.75","311.50","311.55","311.07","687.00","234.01",5925942,"1,84,33,55,590.80",56254
03-Jun-2025,EQ,"315.05","320.95","309.00","316.60","309.05","309.75","312.61","687.00","234.01",7853488,"2,45,50,90,824.75",63449
02-Jun-2025,EQ,"318.40","319.50","315.65","318.40","316.60","316.60","317.37","687.00","234.01",3086437,"97,95,51,183.00",49140
30-May-2025,EQ,"317.55","322.40","317.00","319.15","317.50","318.40","319.34","687.00","234.01",9148638,"2,92,15,55,162.60",49072
29-May-2025,EQ,"321.20","322.55","317.60","321.70","319.50","319.15","319.30","687.00","234.01",4000772,"1,27,74,42,287.60",42247
28-May-2025,EQ,"317.00","322.60","313.75","317.00","321.20","321.70","319.16","687.00","234.01",7112876,"2,27,01,36,014.05",47760
27-May-2025,EQ,"322.90","322.90","315.50","322.95","317.00","317.00","318.48","687.00","234.01",4716473,"1,50,21,10,060.35",52575
26-May-2025,EQ,"319.00","323.95","319.00","318.90","322.80","322.95","322.32","687.00","234.01",5050848,"1,62,80,10,597.25",42433
23-May-2025,EQ,"312.00","320.00","312.00","313.05","318.75","318.90","318.15","687.00","234.01",4257721,"1,35,45,96,411.45",39433
22-May-2025,EQ,"314.90","318.90","308.70","315.85","313.00","313.05","314.32","687.00","234.01",4876801,"1,53,28,69,167.95",46099
